,rating,difficulty,stream_total,breakdown,stream_count,stream_size_max,stream_size_avg,stream_size_std,break_count,break_size_max,break_size_avg,break_total,break_size_std,measure_count,jumps,hands,quads,mines,holds,rolls,step_count,song_nps,nps_per_measure_max,nps_per_measure_avg,nps_per_measure_median,nps_per_measure_std,nps_per_measure_mode,crossovers,footswitches,crossover_footswitches,jacks,invalid_crossovers,title,artist,song_seconds,bpm_change_count,stop_count,bpm_max,bpm_min,bpm_weighted_avg,bpm_mode
0,11,Challenge,26,(11)-1-(3)-1-(1)-1-(1)-4-(1)-8-(3)-1-(2)-6-(5)-1-(2)-1-(4)-1-(1)-1-(9),11.0,8.0,2.3636363636363638,2.5009089256799126,12.0,11.0,3.5833333333333335,43.0,3.2879486097878807,69,53,1,1,13,31,2,816,6.455072463768121,10.370833333333334,6.455072463768116,7.095833333333333,2.913887232179949,8.1875,8,12,0,1,2,Bossy,BABYPOWDER,126.41221374045791,0,0,131.0,131.0,131.0,131.0
1,9,Hard,0,(69),,,,,,,,,,69,37,0,0,0,21,0,507,4.010688405797104,6.55,4.010688405797102,4.366666666666667,1.8717858451032685,5.458333333333334,7,23,5,3,5,Bossy,BABYPOWDER,126.41221374045791,0,0,131.0,131.0,131.0,131.0
